nm,Pan,DeepBlue,Blue,Green,Red,RedEdge,NIR
851,0.0,0.0,0.0,0.0,0.0,0.0,1.0
852,0.0,0.0,0.0,0.0,0.0,0.0,1.0
853,0.0,0.0,0.0,0.0,0.0,0.0,1.0
854,0.0,0.0,0.0,0.0,0.0,0.0,1.0
855,0.0,0.0,0.0,0.0,0.0,0.0,1.0
856,0.0,0.0,0.0,0.0,0.0,0.0,1.0
857,0.0,0.0,0.0,0.0,0.0,0.0,1.0
858,0.0,0.0,0.0,0.0,0.0,0.0,1.0
859,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860,0.0,0.0,0.0,0.0,0.0,0.0,1.0
861,0.0,0.0,0.0,0.0,0.0,0.0,1.0
862,0.0,0.0,0.0,0.0,0.0,0.0,1.0
863,0.0,0.0,0.0,0.0,0.0,0.0,1.0
864,0.0,0.0,0.0,0.0,0.0,0.0,1.0
865,0.0,0.0,0.0,0.0,0.0,0.0,1.0
866,0.0,0.0,0.0,0.0,0.0,0.0,1.0
867,0.0,0.0,0.0,0.0,0.0,0.0,1.0
868,0.0,0.0,0.0,0.0,0.0,0.0,1.0
869,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,0.0,0.0,0.0,0.0,0.0,0.0,1.0
871,0.0,0.0,0.0,0.0,0.0,0.0,1.0
872,0.0,0.0,0.0,0.0,0.0,0.0,1.0
873,0.0,0.0,0.0,0.0,0.0,0.0,1.0
874,0.0,0.0,0.0,0.0,0.0,0.0,1.0
875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
876,0.0,0.0,0.0,0.0,0.0,0.0,1.0
877,0.0,0.0,0.0,0.0,0.0,0.0,1.0
878,0.0,0.0,0.0,0.0,0.0,0.0,1.0
879,0.0,0.0,0.0,0.0,0.0,0.0,1.0
880,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881,0.0,0.0,0.0,0.0,0.0,0.0,1.0
882,0.0,0.0,0.0,0.0,0.0,0.0,1.0
883,0.0,0.0,0.0,0.0,0.0,0.0,1.0
884,0.0,0.0,0.0,0.0,0.0,0.0,1.0
885,0.0,0.0,0.0,0.0,0.0,0.0,1.0
886,0.0,0.0,0.0,0.0,0.0,0.0,1.0
887,0.0,0.0,0.0,0.0,0.0,0.0,1.0
888,0.0,0.0,0.0,0.0,0.0,0.0,1.0
889,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,0.0,0.0,0.0,0.0,0.0,0.0,1.0
891,0.0,0.0,0.0,0.0,0.0,0.0,1.0
892,0.0,0.0,0.0,0.0,0.0,0.0,1.0
893,0.0,0.0,0.0,0.0,0.0,0.0,1.0
894,0.0,0.0,0.0,0.0,0.0,0.0,1.0
895,0.0,0.0,0.0,0.0,0.0,0.0,1.0
896,0.0,0.0,0.0,0.0,0.0,0.0,1.0
897,0.0,0.0,0.0,0.0,0.0,0.0,1.0
898,0.0,0.0,0.0,0.0,0.0,0.0,1.0
899,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,0.0,0.0,0.0,0.0,0.0,0.0,1.0
901,0.0,0.0,0.0,0.0,0.0,0.0,0.875
902,0.0,0.0,0.0,0.0,0.0,0.0,0.75
903,0.0,0.0,0.0,0.0,0.0,0.0,0.625
904,0.0,0.0,0.0,0.0,0.0,0.0,0.5
905,0.0,0.0,0.0,0.0,0.0,0.0,0.375
906,0.0,0.0,0.0,0.0,0.0,0.0,0.25
907,0.0,0.0,0.0,0.0,0.0,0.0,0.125
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
